date,code,name,new_price,price_pct,net_amount,net_super_amount,net_large_amount,net_middle_amount,net_small_amount
2022-03-21,ts002432,九安医疗,62.98,9.26,1168424240.0,1213520608.0,-45096368.0,-561790560.0,-606633680.0
2022-03-21,ts601012,隆基股份,82.59,2.37,822629552.0,783869008.0,38760544.0,-468456000.0,-354173552.0
2022-03-21,ts002594,比亚迪,245.38,4.64,783902064.0,619141392.0,164760672.0,-379265616.0,-404636416.0
2022-03-21,ts600196,复星医药,55.52,10.01,470961344.0,565728976.0,-94767632.0,-302099488.0,-168861840.0
2022-03-21,ts002326,永太科技,34.0,10.0,354980304.0,482893328.0,-127913024.0,-169428496.0,-185551824.0
2022-03-21,ts300207,欣旺达,31.66,1.7,350025392.0,92592192.0,257433200.0,-84389712.0,-265635680.0
2022-03-21,ts002349,精华制药,20.42,10.02,346011696.0,365690272.0,-19678576.0,-177289184.0,-168722512.0
2022-03-21,ts603799,华友钴业,102.99,6.16,323302528.0,275589312.0,47713216.0,-123348464.0,-199954064.0
2022-03-21,ts000513,丽珠集团,41.25,10.0,283405712.0,439377568.0,-155971856.0,-172681680.0,-110724033.0
2022-03-21,ts002465,海格通信,10.09,10.03,262865690.0,222824503.0,40041187.0,-102820172.0,-160045516.0
2022-03-21,ts002178,延华智能,6.78,10.06,262001744.0,272746234.0,-10744490.0,-106209397.0,-155792346.0
2022-03-21,ts603259,药明康德,105.7,2.01,206350141.0,180605421.0,25744720.0,-94282320.0,-112067824.0
2022-03-21,ts601899,紫金矿业,11.0,3.48,204081040.0,254616224.0,-50535184.0,-83253888.0,-120827168.0
2022-03-21,ts000792,盐湖股份,29.95,3.74,199248896.0,231573568.0,-32324672.0,-83691232.0,-115557664.0
2022-03-21,ts300725,药石科技,96.31,4.68,189903118.0,58135453.0,131767665.0,-44284992.0,-145618132.0
2022-03-21,ts600598,北大荒,15.14,10.03,187378076.0,195937998.0,-8559922.0,-81501728.0,-105876351.0
2022-03-21,ts300014,亿纬锂能,85.4,0.83,180655808.0,85872.0,180569936.0,-67131168.0,-113524640.0
2022-03-21,ts600111,北方稀土,42.15,2.08,178737568.0,151393520.0,27344048.0,-118350000.0,-60387536.0
2022-03-21,ts000671,阳 光 城,2.87,9.96,165305510.0,233962054.0,-68656544.0,-92812736.0,-72492800.0
2022-03-21,ts601789,宁波建工,7.63,9.94,165174174.0,121282467.0,43891707.0,-40185826.0,-124988353.0
2022-03-21,ts600127,金健米业,9.96,10.06,163600280.0,111927590.0,51672690.0,-69288733.0,-94311554.0
2022-03-21,ts002245,蔚蓝锂芯,24.33,2.88,155961818.0,205942250.0,-49980432.0,-58162560.0,-97799264.0
2022-03-21,ts300444,双杰电气,6.34,20.08,152176965.0,144453722.0,7723243.0,-78289481.0,-73887483.0
2022-03-21,ts600340,华夏幸福,3.2,9.97,146475936.0,118967201.0,27508735.0,-54469722.0,-92006214.0
2022-03-21,ts600602,云赛智联,9.59,9.98,141975087.0,139509313.0,2465774.0,-70725024.0,-71250064.0
2022-03-21,ts300142,沃森生物,59.9,3.81,136181136.0,92548416.0,43632720.0,-75875712.0,-60305424.0
2022-03-21,ts600220,江苏阳光,4.02,10.14,133080047.0,93362475.0,39717572.0,-38253648.0,-94826384.0
2022-03-21,ts600438,通威股份,44.78,1.08,132019472.0,105434608.0,26584864.0,-82403360.0,-49616112.0
2022-03-21,ts000739,普洛药业,36.92,10.01,122244130.0,180440946.0,-58196816.0,-50678640.0,-71565504.0
2022-03-21,ts001313,粤海饲料,17.06,9.99,119977599.0,119600452.0,377147.0,-53741077.0,-66236521.0
2022-03-21,ts603056,德邦股份,19.46,9.94,119359948.0,97737148.0,21622800.0,-73562272.0,-45797696.0
2022-03-21,ts301219,C腾远,190.5,2.96,114517774.0,95380350.0,19137424.0,-52467872.0,-62049904.0
2022-03-21,ts603290,斯达半导,415.0,4.4,112506079.0,16110660.0,96395419.0,-107308000.0,-5198066.0
2022-03-21,ts000918,嘉凯城,2.79,9.84,106346180.0,99691233.0,6654947.0,-44510056.0,-61836123.0
2022-03-21,ts688185,康希诺-U,266.7,8.82,103266454.0,107373574.0,-4107120.0,-90164176.0,-13102273.0
2022-03-21,ts300122,智飞生物,141.39,1.31,103205856.0,53024144.0,50181712.0,-102264656.0,-941232.0
2022-03-21,ts300972,万辰生物,19.12,20.03,102733044.0,89009687.0,13723357.0,-48710651.0,-54022394.0
2022-03-21,ts002457,青龙管业,11.13,9.87,102652199.0,129565567.0,-26913368.0,-56720035.0,-45932161.0
2022-03-21,ts300094,国联水产,7.07,13.48,101406752.0,127093056.0,-25686304.0,-38683472.0,-62723280.0
2022-03-21,ts002124,天邦股份,7.36,10.01,100197546.0,167738634.0,-67541088.0,-35999552.0,-64197968.0
2022-03-21,ts600346,恒力石化,22.14,0.23,96464462.0,26153456.0,70311006.0,-60758052.0,-35706410.0
2022-03-21,ts002241,歌尔股份,37.99,1.44,96257056.0,-65974224.0,162231280.0,3215120.0,-99472192.0
2022-03-21,ts601088,中国神华,26.1,4.27,95221784.0,82893784.0,12328000.0,-27446464.0,-67775344.0
2022-03-21,ts000019,深粮控股,8.26,9.99,88399154.0,89466543.0,-1067389.0,-39846638.0,-48552515.0
2022-03-21,ts603520,司太立,63.0,5.42,88339696.0,68524976.0,19814720.0,-91157376.0,2817696.0
2022-03-21,ts300102,乾照光电,9.05,7.23,88081003.0,67484139.0,20596864.0,-30662032.0,-57418971.0
2022-03-21,ts002756,永兴材料,126.83,1.92,87924214.0,62298214.0,25626000.0,-5274800.0,-82649424.0
2022-03-21,ts002317,众生药业,16.34,10.03,87598060.0,132422738.0,-44824678.0,-49566442.0,-38031620.0
2022-03-21,ts000998,隆平高科,19.61,6.58,86396649.0,45278685.0,41117964.0,-19870336.0,-66526320.0
2022-03-21,ts002750,龙津药业,16.38,10.01,86191876.0,81340836.0,4851040.0,-56165168.0,-30026704.0
2022-03-21,ts600884,杉杉股份,28.23,2.39,84666487.0,40162406.0,44504081.0,-37079760.0,-47586736.0
2022-03-21,ts301201,诚达药业,131.08,14.78,81659761.0,126845281.0,-45185520.0,-60620336.0,-21039440.0
2022-03-21,ts002061,浙江交科,7.35,10.03,81209474.0,82937159.0,-1727685.0,-32527068.0,-48682406.0
2022-03-21,ts300390,天华超净,75.44,0.77,79967162.0,16150458.0,63816704.0,24638512.0,-104605664.0
2022-03-21,ts000705,浙江震元,9.64,10.05,78801489.0,93277337.0,-14475848.0,-39309464.0,-39492025.0
2022-03-21,ts000762,西藏矿业,41.53,1.12,78041606.0,34939302.0,43102304.0,-19772272.0,-58269328.0
2022-03-21,ts000001,平安银行,14.59,-0.75,77579176.0,-73089224.0,150668400.0,-23422896.0,-54156288.0
2022-03-21,ts000860,顺鑫农业,25.97,10.0,77332496.0,88308016.0,-10975520.0,-37291250.0,-40041248.0
2022-03-21,ts000868,安凯客车,5.15,10.04,76054040.0,78316578.0,-2262538.0,-25528927.0,-50525113.0
2022-03-21,ts601233,桐昆股份,17.9,4.01,75794067.0,107911598.0,-32117531.0,-44081494.0,-31712574.0
2022-03-21,ts002330,得利斯,9.1,10.04,75692790.0,72012524.0,3680266.0,-24601011.0,-51091779.0
2022-03-21,ts601108,财通证券,9.05,2.96,75304982.0,61039533.0,14265449.0,-46037010.0,-29267979.0
2022-03-21,ts300343,联创股份,15.62,4.83,75180965.0,50169525.0,25011440.0,-7692928.0,-67488034.0
2022-03-21,ts000505,京粮控股,8.64,10.06,74158982.0,66237829.0,7921153.0,-26485427.0,-47673553.0
2022-03-21,ts002036,联创电子,16.76,2.51,72941296.0,51307215.0,21634081.0,-68247271.0,-4694024.0
2022-03-21,ts002626,金达威,33.91,9.99,72690544.0,105183248.0,-32492704.0,-58819776.0,-13870770.0
2022-03-21,ts300267,尔康制药,5.16,20.0,71352510.0,112618381.0,-41265871.0,-27923463.0,-43429054.0
2022-03-21,ts300334,津膜科技,12.37,14.43,70109183.0,85567724.0,-15458541.0,-36154576.0,-33954611.0
2022-03-21,ts002192,融捷股份,126.38,7.11,69483456.0,56776560.0,12706896.0,39555296.0,-109038736.0
2022-03-21,ts600399,抚顺特钢,14.61,5.26,68510094.0,29649879.0,38860215.0,13349935.0,-81860032.0
2022-03-21,ts601117,中国化学,9.11,1.79,67593275.0,23289299.0,44303976.0,-35886581.0,-31706700.0
2022-03-21,ts002707,众信旅游,7.59,5.42,67187000.0,50184317.0,17002683.0,-41022473.0,-26164528.0
2022-03-21,ts601155,新城控股,26.0,-1.1,67125751.0,-12293110.0,79418861.0,-17478928.0,-49646832.0
2022-03-21,ts603070,万控智造,26.44,9.98,65279620.0,49114495.0,16165125.0,6664360.0,-71943981.0
2022-03-21,ts002111,威海广泰,10.15,9.97,65202837.0,48966189.0,16236648.0,-22053108.0,-43149728.0
2022-03-21,ts002758,浙农股份,15.26,10.02,64928360.0,74633009.0,-9704649.0,-29987139.0,-34941221.0
2022-03-21,ts300158,振东制药,9.38,4.69,64629282.0,38419199.0,26210083.0,-39100262.0,-25529020.0
2022-03-21,ts600392,盛和资源,17.3,2.49,64257575.0,39930959.0,24326616.0,-20483952.0,-43773632.0
2022-03-21,ts000919,金陵药业,8.4,9.95,63333023.0,70677286.0,-7344263.0,-31768586.0,-31564439.0
2022-03-21,ts002463,沪电股份,13.97,6.72,63135640.0,43265310.0,19870330.0,27590408.0,-90726050.0
2022-03-21,ts000733,振华科技,109.13,-0.06,63104785.0,17701758.0,45403027.0,17759435.0,-80864221.0
2022-03-21,ts688550,瑞联新材,102.99,16.7,62597352.0,51723108.0,10874244.0,-32187756.0,-30409596.0
2022-03-21,ts000065,北方国际,10.42,2.36,61903278.0,25645739.0,36257539.0,-37939321.0,-23963958.0
2022-03-21,ts600371,万向德农,13.66,9.98,60530453.0,43947532.0,16582921.0,-23195513.0,-37334940.0
2022-03-21,ts688601,力芯微,153.7,20.0,59736655.0,39929426.0,19807229.0,-27969355.0,-31767299.0
2022-03-21,ts002682,龙洲股份,5.14,10.06,59513939.0,55016966.0,4496973.0,-24774673.0,-34739266.0
2022-03-21,ts600706,曲江文旅,14.19,10.0,58456153.0,49936420.0,8519733.0,-21350703.0,-37105452.0
2022-03-21,ts002166,莱茵生物,9.0,10.02,57847669.0,53638241.0,4209428.0,-24617950.0,-33229718.0
2022-03-21,ts002999,天禾股份,8.13,10.01,57791023.0,57646975.0,144048.0,-27776086.0,-30014937.0
2022-03-21,ts601933,永辉超市,4.26,3.65,57655640.0,28006016.0,29649624.0,-14734183.0,-42921457.0
2022-03-21,ts000061,农 产 品,6.16,10.0,57547496.0,64906445.0,-7358949.0,-27323820.0,-30223678.0
2022-03-21,ts002340,格林美,8.74,5.56,57522281.0,56486585.0,1035696.0,25693600.0,-83215872.0
2022-03-21,ts000983,山西焦煤,11.69,5.6,57283898.0,-42369686.0,99653584.0,-6707344.0,-50576544.0
2022-03-21,ts600267,海正药业,15.03,4.45,55560653.0,25356191.0,30204462.0,-39976941.0,-15583712.0
2022-03-21,ts000420,吉林化纤,5.1,7.82,54275588.0,58526509.0,-4250921.0,-43517196.0,-10758392.0
2022-03-21,ts601877,正泰电器,43.83,4.36,53768317.0,39749189.0,14019128.0,-25837296.0,-27931031.0
2022-03-21,ts300432,富临精工,24.13,4.14,53641802.0,49006371.0,4635431.0,-20508038.0,-33133765.0
2022-03-21,ts603126,中材节能,8.21,10.05,53248766.0,39818299.0,13430467.0,-15050712.0,-38198056.0
2022-03-21,ts002709,天赐材料,104.76,1.83,52748219.0,44665163.0,8083056.0,-21039488.0,-31708736.0
2022-03-21,ts603215,比依股份,20.27,9.98,52349154.0,51350961.0,998193.0,-23889150.0,-28460004.0
2022-03-21,ts688261,东微半导,195.25,13.25,51837185.0,18812540.0,33024645.0,-24486180.0,-27351005.0
2022-03-21,ts002459,晶澳科技,89.04,3.66,51755201.0,10259184.0,41496017.0,738832.0,-52494032.0
2022-03-21,ts688599,天合光能,68.05,-0.93,51743474.0,53735538.0,-1992064.0,-54655392.0,2911904.0
2022-03-21,ts002112,三变科技,10.05,9.96,51455097.0,60508233.0,-9053136.0,-16784455.0,-34670643.0
2022-03-21,ts600998,九州通,14.0,6.71,51225856.0,24181629.0,27044227.0,-24286485.0,-26939371.0
2022-03-21,ts601696,中银证券,13.58,0.82,50228992.0,6787456.0,43441536.0,-9972896.0,-40256112.0
2022-03-21,ts300885,海昌新材,19.78,20.02,49771835.0,49465702.0,306133.0,-27021428.0,-22750408.0
2022-03-21,ts600359,新农开发,8.12,10.03,49586821.0,43895745.0,5691076.0,-22132109.0,-27454713.0
2022-03-21,ts002142,宁波银行,34.84,1.04,49180741.0,55878764.0,-6698023.0,-73784199.0,24603456.0
2022-03-21,ts300147,香雪制药,8.5,3.66,48832085.0,33260310.0,15571775.0,-40672752.0,-8159333.0
2022-03-21,ts688536,思瑞浦,701.01,4.08,48355263.0,-32082215.0,80437478.0,-46001609.0,-2353654.0
2022-03-21,ts600941,中国移动,62.71,1.51,47544538.0,50886179.0,-3341641.0,-31729834.0,-15814703.0
2022-03-21,ts002180,纳思达,41.9,-4.77,47542697.0,-3119020.0,50661717.0,-53931912.0,6389215.0
2022-03-21,ts002246,北化股份,15.56,4.36,47372671.0,34592943.0,12779728.0,2929600.0,-50302272.0
2022-03-21,ts601111,中国国航,9.8,1.55,47305938.0,23984693.0,23321245.0,-6051028.0,-41254911.0
2022-03-21,ts300003,乐普医疗,21.64,1.98,47297087.0,-527462.0,47824549.0,-13831716.0,-33465371.0
2022-03-21,ts603123,翠微股份,17.32,2.55,46846385.0,32493165.0,14353220.0,-13391600.0,-33454784.0
2022-03-21,ts300295,三六五网,11.87,3.4,46793875.0,8182763.0,38611112.0,-1073668.0,-45720206.0
2022-03-21,ts601225,陕西煤业,14.84,2.91,46719070.0,4835335.0,41883735.0,-152782.0,-46566281.0
2022-03-21,ts603678,火炬电子,55.24,5.48,46570787.0,7651919.0,38918868.0,9099775.0,-55670557.0
2022-03-21,ts000713,丰乐种业,9.35,6.37,46497809.0,21050559.0,25447250.0,-11782959.0,-34714850.0
2022-03-21,ts301235,华康医疗,60.81,14.2,46282282.0,24449769.0,21832513.0,-8511994.0,-37770287.0
2022-03-21,ts002230,科大讯飞,48.4,2.15,45961574.0,-61130921.0,107092495.0,-6337936.0,-39623633.0
2022-03-21,ts603396,金辰股份,72.24,5.28,45478973.0,12370095.0,33108878.0,-12625127.0,-32853847.0
2022-03-21,ts600188,兖矿能源,34.39,3.3,44951797.0,22886352.0,22065445.0,3737392.0,-48689184.0
2022-03-21,ts002624,完美世界,13.0,2.2,44836054.0,25676544.0,19159510.0,-15844563.0,-28991485.0
2022-03-21,ts000856,冀东装备,11.94,10.05,44682861.0,46946100.0,-2263239.0,-16964199.0,-27718662.0
2022-03-21,ts600051,宁波联合,8.27,9.97,44442011.0,35587411.0,8854600.0,-21552134.0,-22889878.0
2022-03-21,ts000667,美好置业,1.84,5.14,43698579.0,9608485.0,34090094.0,-22695998.0,-21002582.0
2022-03-21,ts300088,长信科技,8.66,0.7,43473431.0,36124925.0,7348506.0,609647.0,-44083077.0
2022-03-21,ts300086,康芝药业,9.48,6.04,43373254.0,38086188.0,5287066.0,-27097525.0,-16275729.0
2022-03-21,ts688037,芯源微,174.68,2.57,43153996.0,10559336.0,32594660.0,-8635978.0,-34518017.0
2022-03-21,ts002475,立讯精密,35.09,0.54,43100400.0,-21396928.0,64497328.0,-4213216.0,-38887168.0
2022-03-21,ts002367,康力电梯,7.7,10.0,43098107.0,41396288.0,1701819.0,-15655756.0,-27442350.0
2022-03-21,ts002371,北方华创,313.51,1.14,42558000.0,11899088.0,30658912.0,39817232.0,-82375248.0
2022-03-21,ts601952,苏垦农发,13.55,6.69,42471851.0,30938105.0,11533746.0,-6608565.0,-35863286.0
2022-03-21,ts000009,中国宝安,12.02,1.18,42454488.0,39381554.0,3072934.0,-33703299.0,-8751189.0
2022-03-21,ts600872,中炬高新,29.39,2.16,42308949.0,21449005.0,20859944.0,-15053693.0,-27255256.0
2022-03-21,ts600380,健康元,12.46,5.59,42237790.0,23547641.0,18690149.0,-2319115.0,-39918675.0
2022-03-21,ts001914,招商积余,14.95,3.96,41992226.0,13157786.0,28834440.0,-9244552.0,-32747674.0
2022-03-21,ts002028,思源电气,38.33,3.04,41853153.0,14982489.0,26870664.0,-39415034.0,-2438119.0
2022-03-21,ts300182,捷成股份,5.95,4.2,41838823.0,52674739.0,-10835916.0,-18410000.0,-23428831.0
2022-03-21,ts600113,浙江东日,9.11,10.02,41643262.0,27842693.0,13800569.0,-24603640.0,-17039622.0
2022-03-21,ts300919,中伟股份,132.7,2.61,41443951.0,38314219.0,3129732.0,79870825.0,-121314786.0
2022-03-21,ts603828,柯利达,4.9,7.93,40364750.0,32294854.0,8069896.0,-21627507.0,-18737242.0
2022-03-21,ts601963,重庆银行,9.48,-0.11,40037513.0,-7510813.0,47548326.0,-43542922.0,3505410.0
2022-03-21,ts603529,爱玛科技,40.0,10.01,39991730.0,32797995.0,7193735.0,-15924500.0,-24067231.0
2022-03-21,ts301122,采纳股份,75.65,5.51,39845508.0,21538175.0,18307333.0,-14774921.0,-25070587.0
2022-03-21,ts688105,诺唯赞,112.1,7.71,39704092.0,32494706.0,7209386.0,-22831888.0,-16872199.0
2022-03-21,ts603363,傲农生物,22.9,9.57,39609919.0,11836505.0,27773414.0,-18844693.0,-20765225.0
2022-03-21,ts002013,中航机电,10.66,0.76,39338909.0,8911659.0,30427250.0,773554.0,-40112465.0
2022-03-21,ts000558,莱茵体育,3.34,5.36,39200528.0,47963645.0,-8763117.0,-22062708.0,-17137820.0
2022-03-21,ts000301,东方盛虹,15.49,0.26,38987554.0,4251370.0,34736184.0,9268079.0,-48255634.0
2022-03-21,ts000661,长春高新,176.42,2.21,38835210.0,29907546.0,8927664.0,66977952.0,-105813168.0
2022-03-21,ts605020,永和股份,26.39,10.0,38749166.0,32294908.0,6454258.0,-15332272.0,-23416896.0
2022-03-21,ts603088,宁波精达,10.8,9.98,38224937.0,38267214.0,-42277.0,-12148675.0,-26076262.0
2022-03-21,ts600713,南京医药,5.67,10.1,38110414.0,27004888.0,11105526.0,-8112826.0,-29997588.0
2022-03-21,ts601699,潞安环能,16.4,2.5,37974622.0,-1097209.0,39071831.0,1484432.0,-39459072.0
2022-03-21,ts002850,科达利,157.7,-2.53,37744271.0,-2606547.0,40350818.0,5837701.0,-43581972.0
2022-03-21,ts300035,中科电气,34.89,2.41,37610115.0,8273948.0,29336167.0,-2972458.0,-34637655.0
2022-03-21,ts002597,金禾实业,40.11,5.69,37362723.0,21429598.0,15933125.0,-17242431.0,-20120292.0
2022-03-21,ts605111,新洁能,192.18,4.28,37307982.0,40219938.0,-2911956.0,6362608.0,-43670592.0
2022-03-21,ts002375,亚厦股份,6.2,4.2,36770443.0,1679540.0,35090903.0,-11185991.0,-25584450.0
2022-03-21,ts301222,浙江恒威,43.52,10.12,36752105.0,11158351.0,25593754.0,-12446473.0,-24305631.0
2022-03-21,ts600029,南方航空,6.68,-0.6,36633620.0,10782980.0,25850640.0,-20636098.0,-15997523.0
2022-03-21,ts002091,江苏国泰,10.81,2.66,36602367.0,19190666.0,17411701.0,3404222.0,-40006589.0
2022-03-21,ts002129,中环股份,45.89,2.43,36300630.0,20463046.0,15837584.0,-41551088.0,5250480.0
2022-03-21,ts002148,北纬科技,6.68,4.7,36287830.0,16155599.0,20132231.0,-3122341.0,-33165489.0
2022-03-21,ts000965,天保基建,4.33,9.9,36130929.0,55642495.0,-19511566.0,-18605278.0,-17525651.0
2022-03-21,ts002652,扬子新材,4.15,5.6,36097264.0,36601592.0,-504328.0,-41213429.0,5116165.0
2022-03-21,ts601607,上海医药,24.73,10.01,36072347.0,-84927264.0,120999611.0,3899401.0,-39971742.0
2022-03-21,ts600833,第一医药,12.14,9.96,36008868.0,37154523.0,-1145655.0,-10992357.0,-25016510.0
2022-03-21,ts603345,安井食品,117.26,4.35,35996239.0,11311535.0,24684704.0,4070220.0,-40066457.0
2022-03-21,ts000893,亚钾国际,30.67,7.24,35580522.0,33827708.0,1752814.0,4615049.0,-40195570.0
2022-03-21,ts002082,万邦德,11.0,10.0,35567916.0,41054916.0,-5487000.0,-19617738.0,-15950179.0
2022-03-21,ts600704,物产中大,5.49,4.57,35370476.0,19083296.0,16287180.0,4778580.0,-40149055.0
2022-03-21,ts002466,天齐锂业,85.06,1.86,35247648.0,173693536.0,-138445888.0,69970960.0,-105218592.0
2022-03-21,ts603183,建研院,7.41,9.94,35154498.0,44101672.0,-8947174.0,-17245438.0,-17909059.0
2022-03-21,ts003042,中农联合,29.0,10.02,34842077.0,35179974.0,-337897.0,-7838823.0,-27003254.0
2022-03-21,ts600622,光大嘉宝,3.36,10.16,34746616.0,31661768.0,3084848.0,-7961725.0,-26784890.0
2022-03-21,ts300820,英杰电气,82.97,8.46,33976608.0,10606640.0,23369968.0,-10666816.0,-23309792.0
2022-03-21,ts000831,五矿稀土,31.09,0.61,33608648.0,19259126.0,14349522.0,5599904.0,-39208551.0
2022-03-21,ts002151,北斗星通,35.4,5.51,33545986.0,13059116.0,20486870.0,-3665658.0,-29880328.0
2022-03-21,ts002299,圣农发展,19.58,5.38,33401594.0,9584729.0,23816865.0,-6062567.0,-27339027.0
2022-03-21,ts601988,中国银行,3.09,-0.32,33194001.0,15286546.0,17907455.0,-16241179.0,-16952822.0
2022-03-21,ts002837,英维克,37.62,2.51,32813283.0,13381125.0,19432158.0,-1164452.0,-31648830.0
2022-03-21,ts300266,兴源环境,4.75,6.74,32541093.0,11048798.0,21492295.0,8355333.0,-40896427.0
2022-03-21,ts300450,先导智能,60.76,0.13,32399132.0,9989322.0,22409810.0,-51013184.0,18614043.0
2022-03-21,ts600571,信雅达,14.01,4.79,32045453.0,43009384.0,-10963931.0,-24638416.0,-7407036.0
2022-03-21,ts300465,高伟达,14.38,3.08,31602800.0,18772718.0,12830082.0,-17571744.0,-14031058.0
2022-03-21,ts600692,亚通股份,7.36,7.6,31554272.0,23395033.0,8159239.0,-11629091.0,-19925181.0
2022-03-21,ts603321,梅轮电梯,8.67,10.03,31528061.0,19702946.0,11825115.0,-13478332.0,-18049729.0
2022-03-21,ts002548,金新农,8.05,5.78,31108402.0,4494251.0,26614151.0,-14375834.0,-16732569.0
2022-03-21,ts688116,天奈科技,152.0,1.07,31006988.0,1282672.0,29724316.0,-16637119.0,-14369868.0
2022-03-21,ts600900,长江电力,21.65,-0.6,30813824.0,-11714407.0,42528231.0,-65922128.0,35108299.0
2022-03-21,ts600322,天房发展,2.32,9.95,30733662.0,20880888.0,9852774.0,-10021160.0,-20712503.0
2022-03-21,ts603599,广信股份,32.69,-3.63,30732467.0,4832123.0,25900344.0,6657837.0,-37390305.0
2022-03-21,ts300931,通用电梯,11.95,19.26,30693330.0,52443155.0,-21749825.0,-11069364.0,-19623967.0
2022-03-21,ts300152,科融环境,4.05,6.58,30630353.0,9810371.0,20819982.0,-6236037.0,-24394317.0
2022-03-21,ts002407,多氟多,43.92,2.66,30571631.0,-5923201.0,36494832.0,-39200688.0,8629056.0
2022-03-21,ts300835,龙磁科技,66.02,4.35,30430012.0,3327937.0,27102075.0,4162493.0,-34592506.0
2022-03-21,ts002686,亿利达,6.16,10.0,30263809.0,24470077.0,5793732.0,-11471008.0,-18792801.0
2022-03-21,ts002268,卫 士 通,45.7,2.08,30225034.0,-33101521.0,63326555.0,-12594096.0,-17630938.0
2022-03-21,ts600862,中航高科,22.3,2.29,30108001.0,10745343.0,19362658.0,-15456933.0,-14651068.0
2022-03-21,ts600070,浙江富润,6.99,10.08,30084564.0,37288608.0,-7204044.0,-14365831.0,-15718733.0
2022-03-21,ts002565,顺灏股份,4.97,6.88,29852990.0,19812909.0,10040081.0,-24101060.0,-5751930.0
2022-03-21,ts301071,力量钻石,289.8,1.33,29820348.0,9366028.0,20454320.0,-20605160.0,-9215186.0
2022-03-21,ts000517,荣安地产,3.11,9.89,29688225.0,38723543.0,-9035318.0,-5036646.0,-24651579.0
2022-03-21,ts603176,汇通集团,13.77,9.98,29567148.0,63353550.0,-33786402.0,-29596736.0,29584.0
2022-03-21,ts002462,嘉事堂,16.12,5.64,29528833.0,2974355.0,26554478.0,11217892.0,-40746727.0
2022-03-21,ts688006,杭可科技,63.3,3.98,29434997.0,10167880.0,19267117.0,25315806.0,-54750802.0
2022-03-21,ts600004,白云机场,13.08,1.71,29088153.0,19029395.0,10058758.0,-7465581.0,-21622573.0
2022-03-21,ts002530,金财互联,8.88,4.35,28806145.0,15573231.0,13232914.0,-857840.0,-27948298.0
2022-03-21,ts300189,神农科技,5.15,9.81,28432244.0,28262938.0,169306.0,1359056.0,-29791303.0
2022-03-21,ts000975,银泰黄金,8.31,0.85,28281584.0,4233874.0,24047710.0,2250088.0,-30531672.0
2022-03-21,ts600197,伊力特,27.13,3.23,28208901.0,1273749.0,26935152.0,1739384.0,-29948284.0
2022-03-21,ts688556,高测股份,74.0,4.06,27895309.0,24076872.0,3818437.0,-39419471.0,11524162.0
2022-03-21,ts300593,新雷能,47.67,5.58,27880446.0,23488190.0,4392256.0,-10791138.0,-17089310.0
2022-03-21,ts688223,晶科能源,12.39,4.73,27529129.0,66382089.0,-38852960.0,10936864.0,-38465997.0
2022-03-21,ts300233,金城医药,36.7,7.72,27361610.0,64821389.0,-37459779.0,-24764182.0,-2597428.0
2022-03-21,ts300435,中泰股份,18.23,4.17,27326089.0,12834771.0,14491318.0,-16995956.0,-10330133.0
2022-03-21,ts603659,璞泰来,142.0,2.52,27010089.0,15333393.0,11676696.0,39164055.0,-66174144.0
2022-03-21,ts600760,中航沈飞,56.0,1.5,26956541.0,26325008.0,631533.0,-19520573.0,-7435968.0
2022-03-21,ts603616,韩建河山,10.81,9.97,26827016.0,72607163.0,-45780147.0,62800.0,-26889824.0
2022-03-21,ts600547,山东黄金,19.07,0.58,26812013.0,4095536.0,22716477.0,-13239738.0,-13572275.0
2022-03-21,ts603887,城地香江,11.15,5.99,26683188.0,6669675.0,20013513.0,3099738.0,-29782923.0
2022-03-21,ts300726,宏达电子,72.98,1.9,26463051.0,38174253.0,-11711202.0,-63868273.0,37405222.0
2022-03-21,ts688207,格灵深瞳-U,37.0,6.02,26248832.0,22102151.0,4146681.0,11056144.0,-37304976.0
2022-03-21,ts601128,常熟银行,7.08,-2.88,26203969.0,13055056.0,13148913.0,-1552928.0,-24651040.0
2022-03-21,ts300861,美畅股份,68.92,1.09,25854626.0,16356910.0,9497716.0,2670873.0,-28525499.0
2022-03-21,ts002648,卫星化学,42.63,2.65,25679496.0,8678626.0,17000870.0,-14976749.0,-10702747.0
2022-03-21,ts600119,长江投资,8.37,9.99,25591522.0,21541850.0,4049672.0,-12762025.0,-12829497.0
2022-03-21,ts600745,闻泰科技,104.95,1.2,25570955.0,3259020.0,22311935.0,10471076.0,-36042030.0
2022-03-21,ts301188,力诺特玻,22.5,7.24,25465539.0,8598808.0,16866731.0,-13533361.0,-11932179.0
2022-03-21,ts600489,中金黄金,7.79,0.91,25093893.0,-3308707.0,28402600.0,-4706553.0,-20387339.0
2022-03-21,ts601058,赛轮轮胎,9.95,-1.49,25058942.0,-5016312.0,30075254.0,16588722.0,-41647664.0
2022-03-21,ts000902,新洋丰,16.48,0.8,24736491.0,20410004.0,4326487.0,-32439429.0,7702937.0
2022-03-21,ts600383,金地集团,13.83,0.29,24705859.0,13235730.0,11470129.0,32751835.0,-57457697.0
2022-03-21,ts002990,盛视科技,28.19,9.99,24444238.0,39445429.0,-15001191.0,-14048685.0,-10395552.0
2022-03-21,ts688700,东威科技,77.3,15.2,24385462.0,11432843.0,12952619.0,-15965703.0,-8419758.0
2022-03-21,ts002549,凯美特气,16.15,2.41,24315294.0,24081855.0,233439.0,-25026743.0,711448.0
